Id,SalePrice
1461,127364.56652277146
1462,160171.98251856983
1463,187626.7070597058
1464,194392.78740698448
1465,187088.09874967992
1466,177336.35174826058
1467,183272.28886732017
1468,179703.25387614573
1469,178673.8765451798
1470,132678.25857021895
1471,211027.2248498318
1472,105209.99799022658
1473,107749.26028698325
1474,160730.21971747713
1475,128361.70885489645
1476,434010.1772325325
1477,284868.1635228205
1478,287059.71714591846
1479,282642.9941758985
1480,483687.72716577596
1481,326785.7959483025
1482,218925.6048963915
1483,177015.28128773678
1484,171482.11971804342
1485,184547.07071763923
1486,199095.7473904821
1487,348714.7053924624
1488,241741.59071168734
1489,215855.23184256465
1490,224493.07025542928
1491,193676.50580871748
1492,110845.02117943425
1493,187295.8718671553
1494,308477.56131545734
1495,291318.95660017786
1496,241937.87627336133
1497,189270.2361735312
1498,162008.07248680003
1499,167069.29083477543
1500,160709.7864200303
1501,187506.40570381927
1502,153563.0476160189
1503,309391.84158430254
1504,244115.42899495782
1505,227963.7518029905
1506,193885.535532185
1507,247996.13557828468
1508,203782.65251905393
1509,169204.5806578229
1510,151184.7170028719
1511,148331.82730304866
1512,177684.28952264594
1513,148516.7245078713
1514,178615.9184533245
1515,193953.01342745198
1516,155515.3324090074
1517,170022.2539941396
1518,138142.54883160055
1519,240564.6138683458
1520,141571.70642616972
1521,143037.70898810265
1522,161942.77704010365
1523,119469.87346525016
1524,133454.7150536446
1525,124795.35242851582
1526,121471.4126593874
1527,113616.78459343413
1528,140827.6114336877
1529,153912.05577698085
1530,173406.55451949209
1531,107215.15808976974
1532,102612.46345785799
1533,156057.09333892225
1534,128474.36013682264
1535,163992.42607469938
1536,118451.2499273044
1537,80752.44893536942
1538,179910.23441732366
1539,222158.7105346782
1540,112372.39902772385
1541,153998.2178709617
1542,142973.1892044179
1543,216099.2832672948
1544,90441.30695827043
1545,115080.06723944035
1546,130977.87596884358
1547,141303.17119403134
1548,144977.1018831583
1549,123564.79761405001
1550,146084.5833113207
1551,115706.51430650444
1552,150581.4259288411
1553,163602.8935681098
1554,121494.89433828689
1555,167156.1486810356
1556,95879.49386968059
1557,118689.68239206541
1558,106951.22764311207
1559,95492.47903096587
1560,146052.01042026724
1561,151304.72160887555
1562,134841.86906129727
1563,126086.63970572624
1564,161098.34384921697
1565,144699.9258616479
1566,223193.41570813913
1567,86340.579391065
1568,243059.34586948834
1569,151682.23806122976
1570,139269.52447165354
1571,123064.12802126861
1572,158046.88046576112
1573,249966.49164641014
1574,126607.64935670723
1575,212313.1226918258
1576,247054.72229449588
1577,203038.50981744062
1578,155985.32090178816
1579,149694.5422190994
1580,198945.76130229223
1581,158060.35222606227
1582,133121.98067707013
1583,329314.53431229363
1584,234657.12955929514
1585,143904.6364555837
1586,82455.90008728857
