Id,SalePrice
1461,142760.0
1462,187680.0
1463,177860.0
1464,200500.0
1465,168880.0
1466,184535.0
1467,146800.0
1468,157484.4
1469,158490.0
1470,133200.0
1471,211300.0
1472,94600.0
1473,98780.0
1474,155100.0
1475,121680.0
1476,290846.4
1477,192036.0
1478,209781.0
1479,289086.4
1480,374350.0
1481,312890.0
1482,199248.8
1483,150860.0
1484,182636.0
1485,163800.0
1486,186340.0
1487,293604.8
1488,209798.0
1489,136813.2
1490,180900.0
1491,216000.0
1492,124410.0
1493,169340.0
1494,226400.0
1495,281180.8
1496,257180.0
1497,149610.4
1498,142777.0
1499,147746.6
1500,147746.6
1501,174280.0
1502,112780.0
1503,281380.0
1504,195120.0
1505,190800.0
1506,186470.0
1507,287350.0
1508,160800.0
1509,166800.0
1510,159780.0
1511,158980.0
1512,216454.4
1513,154630.0
1514,257980.0
1515,198680.0
1516,139086.4
1517,167300.0
1518,192920.0
1519,193300.0
1520,129900.0
1521,150500.0
1522,156200.0
1523,110898.0
1524,106410.0
1525,129450.0
1526,143700.0
1527,125600.0
1528,141420.0
1529,138100.0
1530,169800.0
1531,137086.8
1532,142980.0
1533,141000.0
1534,119080.0
1535,172900.0
1536,114330.0
1537,118910.0
1538,162000.0
1539,168800.0
1540,154400.0
1541,131430.0
1542,148000.0
1543,181320.0
1544,88600.0
1545,119520.0
1546,126180.0
1547,121420.0
1548,120200.0
1549,122800.0
1550,130600.0
1551,150300.0
1552,193790.0
1553,196377.4
1554,142777.0
1555,258600.0
1556,121800.0
1557,158300.0
1558,109200.0
1559,141240.0
1560,123000.0
1561,193100.0
1562,136000.0
1563,122380.0
1564,200360.0
1565,167700.0
1566,253000.0
1567,106510.0
1568,230400.0
1569,160800.0
1570,149600.0
1571,142800.0
1572,150100.0
1573,191500.0
1574,175928.2
1575,171000.0
1576,234800.0
1577,190415.8
1578,178222.0
1579,131350.0
1580,171200.0
1581,154040.0
1582,124280.0
1583,316780.0
1584,212900.0
1585,145480.0
1586,93580.0
1587,89378.6
1588,158980.0
1589,147200.0
1590,109600.0
1591,110080.0
1592,190060.0
1593,105000.0
1594,174210.6
1595,149800.0
1596,199000.0
1597,218346.0
1598,199394.0
1599,137180.0
1600,185320.2
1601,103576.6
1602,121680.0
1603,99348.6
1604,236607.8
1605,243630.0
1606,158280.0
1607,266478.6
1608,211461.6
1609,120000.0
1610,152700.0
1611,198183.4
1612,184658.0
1613,212361.6
1614,129300.0
1615,105200.0
1616,89200.0
1617,97580.0
1618,131080.0
1619,139300.0
1620,173900.0
1621,143200.0
1622,155200.0
1623,222615.4
1624,231437.2
1625,146380.0
1626,171980.0
1627,214958.0
1628,244300.0
1629,162980.0
1630,225200.0
1631,183760.0
1632,182940.0
1633,148680.0
1634,186560.0
1635,187380.0
1636,180728.8
1637,208860.0
1638,173777.4
1639,182428.2
1640,306120.0
1641,169000.0
1642,183100.0
1643,174100.0
1644,190540.0
1645,226389.8
1646,155480.0
1647,153460.0
1648,139720.0
1649,136400.0
1650,129240.0
1651,119300.0
1652,95180.0
1653,95180.0
1654,155100.0
1655,119000.0
1656,155100.0
1657,155100.0
1658,155100.0
1659,84500.0
1660,120280.0
1661,393142.2
1662,307256.0
1663,362595.6
1664,345490.0
1665,194781.0
1666,250300.0
1667,295225.0
1668,256380.0
1669,209700.0
1670,297560.4
1671,303600.0
1672,399300.0
1673,256026.4
1674,240952.0
1675,198450.0
1676,200700.0
1677,176780.0
1678,385100.0
1679,363800.0
1680,238490.0
1681,192888.8
1682,235300.0
1683,191848.0
1684,169767.0
1685,169888.0
1686,182636.0
1687,145880.0
1688,183990.0
1689,191535.0
1690,181700.0
1691,181220.0
1692,235500.0
1693,144200.0
1694,201860.0
1695,160220.0
1696,248500.0
1697,160220.0
1698,329937.2
1699,228750.0
1700,211000.0
1701,211360.0
1702,217340.0
1703,238878.6
1704,276580.0
1705,193280.0
1706,347846.4
1707,182860.0
1708,199336.0
1709,247541.6
1710,219153.0
1711,261350.0
1712,246792.2
1713,269400.0
1714,216891.2
1715,209087.0
1716,122286.4
1717,159860.0
1718,153040.0
1719,209135.0
1720,197150.0
1721,124180.0
1722,127280.0
1723,149780.0
1724,193948.8
1725,211560.0
1726,179120.0
1727,199248.8
1728,150380.0
1729,147760.0
1730,152000.0
1731,135625.0
1732,138900.0
1733,117900.0
1734,138800.0
1735,126200.0
1736,125160.0
1737,329500.0
1738,195280.0
1739,165400.0
1740,200220.2
1741,162460.0
1742,169126.6
1743,156860.0
1744,306800.0
1745,272246.4
1746,186000.0
1747,224800.0
1748,225100.0
1749,155950.0
1750,144400.0
1751,223560.0
1752,132020.0
1753,193134.0
1754,232100.0
1755,193300.0
1756,135460.0
1757,116500.0
1758,160200.0
1759,216480.0
1760,167180.0
1761,164180.0
1762,206300.0
1763,166650.0
1764,130000.0
1765,247180.0
1766,215100.0
1767,270300.0
1768,175891.2
1769,164280.0
1770,129500.0
1771,137420.0
1772,179960.0
1773,147180.0
1774,188367.4
1775,131810.0
1776,151400.0
1777,117700.0
1778,130900.0
1779,113600.0
1780,158580.0
1781,137900.0
1782,90420.0
1783,134367.0
1784,84300.0
1785,145398.0
1786,149900.0
1787,165580.0
1788,94300.0
1789,110350.0
1790,90400.0
1791,269500.0
1792,162790.0
1793,144160.0
1794,131700.0
1795,133200.0
1796,100380.0
1797,149780.0
1798,133500.0
1799,128340.0
1800,137000.0
1801,167367.0
1802,119000.0
1803,164700.0
1804,132600.0
1805,125100.0
1806,151606.8
1807,194800.0
1808,160557.0
1809,133500.0
1810,121420.0
1811,154500.0
1812,148380.0
1813,127200.0
1814,116500.0
1815,81480.0
1816,101030.0
1817,156400.0
1818,180600.0
1819,137230.4
1820,102080.0
1821,110740.0
1822,156400.0
1823,104900.0
1824,192888.8
1825,123806.8
1826,105600.0
1827,109680.0
1828,132600.0
1829,152700.0
1830,175190.0
1831,147300.0
1832,153900.0
1833,178620.0
1834,108000.0
1835,128060.0
1836,151480.0
1837,124850.0
1838,147100.0
1839,81850.0
1840,148200.0
1841,144400.0
1842,128300.0
1843,144100.0
1844,134800.0
1845,191403.0
1846,170400.0
1847,198266.0
1848,93580.0
1849,160817.0
1850,124800.0
1851,153800.0
1852,140820.0
1853,139660.0
1854,139650.0
1855,182194.0
1856,185830.0
1857,205580.0
1858,171490.6
1859,107540.0
1860,179860.0
1861,107540.0
1862,251660.0
1863,231627.0
1864,231627.0
1865,271600.0
1866,271600.0
1867,203598.0
1868,324666.4
1869,196480.0
1870,166580.0
1871,226345.6
1872,172067.0
1873,200100.0
1874,148880.0
1875,236080.0
1876,211400.0
1877,217700.0
1878,228588.2
1879,165900.0
1880,135852.0
1881,324666.4
1882,275606.4
1883,187420.0
1884,185600.0
1885,225700.0
1886,337223.4
1887,224991.2
1888,232800.0
1889,169767.0
1890,138500.0
1891,122350.0
1892,113500.0
1893,149300.0
1894,188949.2
1895,153550.0
1896,155240.0
1897,118820.0
1898,113180.0
1899,112298.6
1900,121180.0
1901,177860.0
1902,183380.0
1903,222100.0
1904,149980.0
1905,146460.0
1906,180817.0
1907,193700.0
1908,92100.0
1909,109380.0
1910,100200.0
1911,174580.0
1912,239080.0
1913,212900.0
1914,102300.0
1915,227907.8
1916,169428.0
1917,234058.0
1918,147980.0
1919,174900.0
1920,239660.0
1921,348070.4
1922,306800.0
1923,204200.0
1924,213280.0
1925,198300.0
1926,363995.6
1927,136080.0
1928,169380.0
1929,129100.0
1930,106640.0
1931,139880.0
1932,128700.0
1933,172600.0
1934,203800.0
1935,181220.0
1936,192350.0
1937,197403.0
1938,159060.0
1939,228270.0
1940,187560.0
1941,174967.0
1942,177460.0
1943,161680.0
1944,286702.6
1945,349500.0
1946,189324.8
1947,197100.0
1948,331800.0
1949,239140.0
1950,159300.0
1951,274447.4
1952,290000.0
1953,181961.8
1954,164530.0
1955,132680.0
1956,334456.0
1957,179198.0
1958,278800.0
1959,181200.0
1960,120150.0
1961,131960.0
1962,92780.0
1963,96380.0
1964,111680.0
1965,149000.0
1966,154088.0
1967,281380.0
1968,342970.4
1969,327800.0
1970,375027.2
1971,334456.0
1972,334456.0
1973,210800.0
1974,276350.0
1975,355095.6
1976,252600.0
1977,275928.6
1978,321644.8
1979,225478.6
1980,198961.6
1981,244158.8
1982,219880.0
1983,192888.8
1984,154800.0
1985,236607.8
1986,236607.8
1987,175580.2
1988,163188.0
1989,185490.0
1990,202390.0
1991,207370.0
1992,213467.0
1993,159000.0
1994,249300.0
1995,184688.0
1996,269500.0
1997,252000.0
1998,372038.6
1999,272130.0
2000,305579.6
2001,227200.0
2002,256080.0
2003,201234.0
2004,220350.0
2005,167700.0
2006,199336.0
2007,260868.6
2008,168200.0
2009,175510.0
2010,191477.4
2011,127280.0
2012,132786.4
2013,200060.0
2014,206060.0
2015,200180.0
2016,200060.0
2017,214147.0
2018,135105.0
2019,130900.0
2020,134000.0
2021,107500.0
2022,192394.0
2023,174700.0
2024,295760.0
2025,292600.0
2026,180888.0
2027,148777.0
2028,149977.0
2029,167480.0
2030,257780.0
2031,189580.0
2032,212807.8
2033,227907.8
2034,159280.0
2035,217800.0
2036,146980.0
2037,150280.0
2038,164046.8
2039,165000.0
2040,254025.0
2041,209500.0
2042,169700.0
2043,165500.0
2044,193221.0
2045,221900.0
2046,203534.0
2047,190400.0
2048,132000.0
2049,210421.0
2050,191360.0
2051,99740.0
2052,120000.0
2053,156060.0
2054,112680.0
2055,162080.0
2056,118580.0
2057,133430.0
2058,231400.0
2059,148700.0
2060,164800.0
2061,256080.0
2062,141800.0
2063,119700.0
2064,152580.0
2065,148980.0
2066,206346.4
2067,116400.0
2068,232400.0
2069,117800.0
2070,120460.0
2071,90420.0
2072,141180.0
2073,137880.0
2074,200480.0
2075,153480.0
2076,129180.0
2077,140200.0
2078,131800.0
2079,161340.0
2080,117680.0
2081,133880.0
2082,192367.4
2083,169300.0
2084,117160.0
2085,153040.0
2086,114380.0
2087,153408.0
2088,122686.8
2089,88400.0
2090,121600.0
2091,164967.0
2092,162100.0
2093,164120.0
2094,105220.0
2095,137000.0
2096,106300.0
2097,101200.0
2098,186800.0
2099,110900.0
2100,138060.0
2101,166408.0
2102,132740.0
2103,107880.0
2104,183180.0
2105,124480.0
2106,121667.0
2107,280580.0
2108,122500.0
2109,134630.0
2110,132360.0
2111,152280.0
2112,169000.0
2113,131330.0
2114,108000.0
2115,131380.0
2116,114380.0
2117,132880.0
2118,120200.0
2119,90420.0
2120,110660.0
2121,117200.0
2122,124700.0
2123,83700.0
2124,130780.0
2125,145660.0
2126,195600.0
2127,182400.0
2128,142006.8
2129,112280.0
2130,144760.0
2131,192888.8
2132,145180.0
2133,135500.0
2134,110780.0
2135,95700.0
2136,121800.0
2137,110210.0
2138,145360.0
2139,149480.0
2140,133180.0
2141,127680.0
2142,132290.0
2143,140160.0
2144,145171.8
2145,129200.0
2146,173080.0
2147,174080.0
2148,158580.0
2149,142080.0
2150,210100.0
2151,101260.0
2152,189900.0
2153,202674.4
2154,119300.0
2155,140400.0
2156,285560.0
2157,225600.0
2158,226622.0
2159,159230.0
2160,146547.0
2161,231372.0
2162,372038.6
2163,325286.4
2164,159500.0
2165,164000.0
2166,148880.0
2167,219491.2
2168,191360.0
2169,189100.0
2170,169180.0
2171,148380.0
2172,130500.0
2173,172480.0
2174,217800.0
2175,251418.0
2176,332300.0
